Type,Region,Name,Price(USD),Variant Price,Code,GBs,Validity(Days),Slug,Coverage,ID,Billing starts,Pre-Install Days,Speed,Support TopUp Type,Breakout IP
Single,Spain,Spain 50GB 180Days,$22.00,$44.00,ES,50,180,ES_50_180,ES,PSUZGLKSQ,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Spain,Spain 5GB 30Days,$3.40,$6.80,ES,5,30,ES_5_30,ES,CKH003,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Sri Lanka,Sri Lanka 10GB 30Days,$15.40,$30.80,LK,10,30,LK_10_30,LK,JC085,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Sri Lanka,Sri Lanka 1GB 7Days,$2.90,$5.80,LK,1,7,LK_1_7,LK,JC042,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Sri Lanka,Sri Lanka 20GB 30Days,$28.00,$56.00,LK,20,30,LK_20_30,LK,JC086,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Sri Lanka,Sri Lanka 3GB 15Days,$4.80,$9.60,LK,3,15,LK_3_15,LK,JC043,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Sri Lanka,Sri Lanka 50GB 180Days,$71.00,$142.00,LK,50,180,LK_50_180,LK,PVCA0JAXV,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Sri Lanka,Sri Lanka 5GB 30Days,$7.70,$15.40,LK,5,30,LK_5_30,LK,JC044,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Sudan,Sudan 1GB 7Days,$11.20,$22.40,SD,1,7,SD_1_7,SD,CKH388,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,HK
Single,Sudan,Sudan 3GB 15Days,$27.00,$54.00,SD,3,15,SD_3_15,SD,CKH417,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,HK
Single,Sudan,Sudan 5GB 30Days,$41.00,$82.00,SD,5,30,SD_5_30,SD,CKH446,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,HK
Single,Swaziland,Swaziland 1GB 7Days,$7.10,$14.20,SZ,1,7,SZ_1_7,SZ,CKH389,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Swaziland,Swaziland 3GB 15Days,$17.60,$35.20,SZ,3,15,SZ_3_15,SZ,CKH418,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Sweden,Sweden 10GB 30Days,$6.10,$12.20,SE,10,30,SE_10_30,SE,CKH201,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Sweden,Sweden 1GB 7Days,$0.90,$1.80,SE,1,7,SE_1_7,SE,CKH199,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Sweden,Sweden 20GB 30Days,$10.60,$21.20,SE,20,30,SE_20_30,SE,CKH734,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Sweden,Sweden 3GB 15Days,$2.20,$4.40,SE,3,15,SE_3_15,SE,CKH200,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Sweden,Sweden 3GB 30Days,$2.30,$4.60,SE,3,30,SE_3_30,SE,CKH101,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Sweden,Sweden 5GB 30Days,$3.40,$6.80,SE,5,30,SE_5_30,SE,CKH140,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Switzerland,Switzerland 10GB 30Days,$6.10,$12.20,CH,10,30,CH_10_30,CH,CKH249,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Switzerland,Switzerland 1GB 7Days,$0.90,$1.80,CH,1,7,CH_1_7,CH,CKH247,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Switzerland,Switzerland 20GB 30Days,$10.60,$21.20,CH,20,30,CH_20_30,CH,CKH736,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Switzerland,Switzerland 3GB 15Days,$2.20,$4.40,CH,3,15,CH_3_15,CH,CKH248,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Switzerland,Switzerland 3GB 30Days,$2.30,$4.60,CH,3,30,CH_3_30,CH,CKH102,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Switzerland,Switzerland 50GB 180Days,$22.00,$44.00,CH,50,180,CH_50_180,CH,PUOG8W99P,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Switzerland,Switzerland 5GB 30Days,$3.40,$6.80,CH,5,30,CH_5_30,CH,CKH141,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Tanzania,Tanzania 1GB 7Days,$3.60,$7.20,TZ,1,7,TZ_1_7,TZ,MB027,First Network Connection,180,3G,Data Reloadable for same area within validitity,HK
Single,Tanzania,Tanzania 3GB 15Days,$8.90,$17.80,TZ,3,15,TZ_3_15,TZ,MB032,First Network Connection,180,3G,Data Reloadable for same area within validitity,HK
Single,Thailand,Thailand 10GB 30Days,$4.70,$9.40,TH,10,30,TH_10_30,TH,JC047,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,Thailand,Thailand 10GB 30Days (nonhkip),$6.30,$12.60,TH,10,30,TH_10_30_nonhkip,TH,P4MBRSL75,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,
Single,Thailand,Thailand 10GB/Day,$8.00,$16.00,TH,10,1,TH_10_Daily,TH,PZPE5LW98,First Network Connection,180,3G/4G/5G,Non-reloadable,HK
Single,Thailand,Thailand 1GB 7Days,$0.70,$1.40,TH,1,7,TH_1_7,TH,JC045,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,Thailand,Thailand 1GB 7Days (nonhkip),$1.30,$2.60,TH,1,7,TH_1_7_nonhkip,TH,PH1M5M9DL,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,
Single,Thailand,Thailand 1GB/Day (nonhkip),$1.20,$2.40,TH,1,1,TH_1_Daily_nonhkip,TH,PPS28ZZ4H,First Network Connection,180,3G/4G/5G,Non-reloadable,
Single,Thailand,Thailand 20GB 30Days,$8.20,$16.40,TH,20,30,TH_20_30,TH,JC080,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,Thailand,Thailand 20GB 30Days (nonhkip),$10.00,$20.00,TH,20,30,TH_20_30_nonhkip,TH,PZXY42KN5,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,
Single,Thailand,Thailand 2GB/Day,$1.60,$3.20,TH,2,1,TH_2_Daily,TH,P2R7CWSN9,First Network Connection,180,3G/4G/5G,Non-reloadable,HK
Single,Thailand,Thailand 2GB/Day (nonhkip),$2.00,$4.00,TH,2,1,TH_2_Daily_nonhkip,TH,PR73YYZN4,First Network Connection,180,3G/4G/5G,Non-reloadable,
Single,Thailand,Thailand 3GB 15Days,$1.70,$3.40,TH,3,15,TH_3_15,TH,JC046,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,Thailand,Thailand 3GB 15Days (nonhkip),$2.60,$5.20,TH,3,15,TH_3_15_nonhkip,TH,PV67L3JSU,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,
Single,Thailand,Thailand 3GB 30Days,$1.80,$3.60,TH,3,30,TH_3_30,TH,JC013,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,Thailand,Thailand 3GB/Day,$2.40,$4.80,TH,3,1,TH_3_Daily,TH,PJ0FB89GA,First Network Connection,180,3G/4G/5G,Non-reloadable,HK
Single,Thailand,Thailand 500MB/Day (nonhkip),$0.75,$1.50,TH,0,1,TH_0.5_Daily_nonhkip,TH,PZH4CF30G,First Network Connection,180,3G/4G/5G,Non-reloadable,
Single,Thailand,Thailand 50GB 180Days,$32.00,$64.00,TH,50,180,TH_50_180,TH,PNJW9PBXH,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,Thailand,Thailand 5GB 30Days,$2.70,$5.40,TH,5,30,TH_5_30,TH,JC014,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,HK
Single,Thailand,Thailand 5GB 30Days (nonhkip),$4.00,$8.00,TH,5,30,TH_5_30_nonhkip,TH,PUX3JWK41,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,
Single,Tunisia,Tunisia 10GB 30Days,$12.20,$24.40,TN,10,30,TN_10_30,TN,KR004,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Tunisia,Tunisia 1GB 7Days,$1.80,$3.60,TN,1,7,TN_1_7,TN,KR001,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Tunisia,Tunisia 1GB/Day,$1.70,$3.40,TN,1,1,TN_1_Daily,TN,PMV0HAP98,First Network Connection,180,3G/4G,Non-reloadable,
Single,Tunisia,Tunisia 3GB 30Days,$4.70,$9.40,TN,3,30,TN_3_30,TN,PXX3PDGRD,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Tunisia,Tunisia 5GB 30Days,$7.00,$14.00,TN,5,30,TN_5_30,TN,KR003,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Turkey,Turkey 10GB 30Days,$4.20,$8.40,TR,10,30,TR_10_30,TR,CKH268,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,
Single,Turkey,Turkey 1GB 7Days,$0.46,$0.92,TR,1,7,TR_1_7,TR,CKH265,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,
Single,Turkey,Turkey 1GB/Day,$0.42,$0.84,TR,1,1,TR_1_Daily,TR,P1G6QKLC2,First Network Connection,180,3G/4G/5G,Non-reloadable,
Single,Turkey,Turkey 20GB 30Days,$7.00,$14.00,TR,20,30,TR_20_30,TR,CKH738,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,
Single,Turkey,Turkey 2GB/Day,$0.80,$1.60,TR,2,1,TR_2_Daily,TR,PF1K57KAZ,First Network Connection,180,3G/4G/5G,Non-reloadable,
Single,Turkey,Turkey 3GB 15Days,$1.39,$2.78,TR,3,15,TR_3_15,TR,CKH266,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,
Single,Turkey,Turkey 3GB 30Days,$1.42,$2.84,TR,3,30,TR_3_30,TR,CKH025,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,
Single,Turkey,Turkey 500MB/Day,$0.30,$0.60,TR,0,1,TR_0.5_Daily,TR,P4PJDQ93V,First Network Connection,180,3G/4G/5G,Non-reloadable,
Single,Turkey,Turkey 50GB 180Days,$28.00,$56.00,TR,50,180,TR_50_180,TR,PAV5NMZ28,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,
Single,Turkey,Turkey 5GB 30Days,$2.30,$4.60,TR,5,30,TR_5_30,TR,CKH267,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,
Single,Turkey,Turkey 5GB/Day,$1.80,$3.60,TR,5,1,TR_5_Daily,TR,P3V2FT7FJ,First Network Connection,180,3G/4G/5G,Non-reloadable,
Single,Uganda,Uganda 1GB 7Days,$5.70,$11.40,UG,1,7,UG_1_7,UG,CKH392,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Uganda,Uganda 3GB 15Days,$14.10,$28.20,UG,3,15,UG_3_15,UG,CKH421,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Ukraine,Ukraine 10GB 30Days,$4.70,$9.40,UA,10,30,UA_10_30,UA,CKH252,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Ukraine,Ukraine 1GB 7Days,$0.70,$1.40,UA,1,7,UA_1_7,UA,CKH250,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Ukraine,Ukraine 1GB/Day,$0.65,$1.30,UA,1,1,UA_1_Daily,UA,P3AFY29GY,First Network Connection,180,3G/4G,Non-reloadable,
Single,Ukraine,Ukraine 3GB 15Days,$1.70,$3.40,UA,3,15,UA_3_15,UA,CKH251,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Ukraine,Ukraine 3GB 30Days,$1.80,$3.60,UA,3,30,UA_3_30,UA,CKH103,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Ukraine,Ukraine 5GB 30Days,$2.70,$5.40,UA,5,30,UA_5_30,UA,CKH142,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,United Arab Emirates,United Arab Emirates 10GB 30Days,$14.98,$29.96,AE,10,30,AE_10_30,AE,PQHJ267ZM,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,United Arab Emirates,United Arab Emirates 10GB 60Days,$14.98,$29.96,AE,10,60,AE_10_60,AE,CKH694,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,United Arab Emirates,United Arab Emirates 1GB 7Days,$2.20,$4.40,AE,1,7,AE_1_7,AE,CKH527,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,United Arab Emirates,United Arab Emirates 1GB/Day,$2.00,$4.00,AE,1,1,AE_1_Daily,AE,P6P4JNC5G,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,United Arab Emirates,United Arab Emirates 20GB 30Days,$26.54,$53.08,AE,20,30,AE_20_30,AE,P0LWCN1S2,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,United Arab Emirates,United Arab Emirates 2GB/Day,$3.00,$6.00,AE,2,1,AE_2_Daily,AE,PRQJ9TH03,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,United Arab Emirates,United Arab Emirates 3GB 15Days,$5.27,$10.54,AE,3,15,AE_3_15,AE,CKH692,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,United Arab Emirates,United Arab Emirates 3GB 30Days,$5.27,$10.54,AE,3,30,AE_3_30,AE,CKH031,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,United Arab Emirates,United Arab Emirates 500MB/Day,$1.20,$2.40,AE,0,1,AE_0.5_Daily,AE,PQWC3N4R1,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,United Arab Emirates,United Arab Emirates 5GB 30Days,$8.39,$16.78,AE,5,30,AE_5_30,AE,CKH693,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,United Arab Emirates,United Arab Emirates 5GB/Day,$6.85,$13.70,AE,5,1,AE_5_Daily,AE,PVA0GD3V7,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,United Kingdom,United Kingdom 10GB 30Days,$6.10,$12.20,GB,10,30,GB_10_30,GB,CKH255,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,United Kingdom,United Kingdom 1GB 7Days,$0.90,$1.80,GB,1,7,GB_1_7,GB,CKH253,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,United Kingdom,United Kingdom 20GB 30Days,$10.60,$21.20,GB,20,30,GB_20_30,GB,CKH509,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,United Kingdom,United Kingdom 3GB 15Days,$2.20,$4.40,GB,3,15,GB_3_15,GB,CKH254,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,United Kingdom,United Kingdom 3GB 30Days,$2.30,$4.60,GB,3,30,GB_3_30,GB,CKH104,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,United Kingdom,United Kingdom 50GB 180Days,$28.00,$56.00,GB,50,180,GB_50_180,GB,PLLWT4O6B,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,United Kingdom,United Kingdom 5GB 30Days,$3.40,$6.80,GB,5,30,GB_5_30,GB,CKH143,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,United States,United States 10GB 30Days,$6.10,$12.20,US,10,30,US_10_30,US,PCRKRUHIL,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,United States,United States 10GB 30Days Single Use,$5.90,$11.80,US,10,30,US_10_30_End,US,PAQ367DAU,First Network Connection,180,3G/4G/5G,Non-reloadable,PL
Single,United States,United States 10GB/Day,$12.40,$24.80,US,10,1,US_10_Daily,US,P0VDH4W3H,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,United States,United States 1GB  7Days Single Use,$0.80,$1.60,US,1,7,US_1_7_End,US,PZNVW17M2,First Network Connection,180,3G/4G/5G,Non-reloadable,PL
Single,United States,United States 1GB 7Days,$0.90,$1.80,US,1,7,US_1_7,US,PHAJHEAYP,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,United States,United States 20GB 90Days,$10.80,$21.60,US,20,90,US_20_90,US,P1HAXMKHP,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,United States,United States 3GB  30Days Single Use,$2.20,$4.40,US,3,30,US_3_30_End,US,P50J6FMKJ,First Network Connection,180,3G/4G/5G,Non-reloadable,PL
Single,United States,United States 3GB 30Days,$2.30,$4.60,US,3,30,US_3_30,US,PKY3WHPRZ,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,United States,United States 3GB/Day,$3.80,$7.60,US,3,1,US_3_Daily,US,PZGX3L09J,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,United States,United States 500MB/Day,$0.86,$1.72,US,0,1,US_0.5_Daily,US,PCD8C1K9R,First Network Connection,180,3G/4G/5G,Non-reloadable,UK/NO
Single,United States,United States 50GB 180Days,$35.00,$70.00,US,50,180,US_50_180,US,P3ICIKSE8,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,United States,United States 5GB  30Days Single Use,$3.25,$6.50,US,5,30,US_5_30_End,US,PA0GX5V6R,First Network Connection,180,3G/4G/5G,Non-reloadable,PL
Single,United States,United States 5GB 30Days,$3.40,$6.80,US,5,30,US_5_30,US,PKJNMJIIU,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Uruguay,Uruguay 1GB 7Days,$4.60,$9.20,UY,1,7,UY_1_7,UY,CKH316,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Uruguay,Uruguay 3GB 15Days,$11.20,$22.40,UY,3,15,UY_3_15,UY,CKH332,First Network Connection,180,3G/4G/5G,Data Reloadable for same area within validitity,UK/NO
Single,Uzbekistan,Uzbekistan 10GB 30Days,$9.90,$19.80,UZ,10,30,UZ_10_30,UZ,CKH766,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Uzbekistan,Uzbekistan 1GB 7Days,$1.50,$3.00,UZ,1,7,UZ_1_7,UZ,CKH1017,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Uzbekistan,Uzbekistan 3GB 30Days,$3.80,$7.60,UZ,3,30,UZ_3_30,UZ,PCHMVSA0P,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Uzbekistan,Uzbekistan 5GB 30Days,$5.70,$11.40,UZ,5,30,UZ_5_30,UZ,CKH1029,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Vietnam,Vietnam 10GB 30Days,$12.20,$24.40,VN,10,30,VN_10_30,VN,JC051,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,HK
Single,Vietnam,Vietnam 10GB 30Days (nonhkip),$12.20,$24.40,VN,10,30,VN_10_30_nonhkip,VN,P2UWBW9F4,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Vietnam,Vietnam 1GB 7Days,$1.80,$3.60,VN,1,7,VN_1_7,VN,JC048,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,HK
Single,Vietnam,Vietnam 1GB 7Days (nonhkip),$1.80,$3.60,VN,1,7,VN_1_7_nonhkip,VN,P06VBPU3J,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Vietnam,Vietnam 1GB/Day,$1.46,$2.92,VN,1,1,VN_1_Daily,VN,PT2J1Y4JX,First Network Connection,180,3G/4G,Non-reloadable,HK
Single,Vietnam,Vietnam 1GB/Day (nonhkip),$1.46,$2.92,VN,1,1,VN_1_Daily_nonhkip,VN,PP9NT7XP0,First Network Connection,180,3G/4G,Non-reloadable,
Single,Vietnam,Vietnam 20GB 30Days,$20.00,$40.00,VN,20,30,VN_20_30,VN,JC088,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,HK
Single,Vietnam,Vietnam 20GB 30Days (nonhkip),$20.00,$40.00,VN,20,30,VN_20_30_nonhkip,VN,PTNY9DB82,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Vietnam,Vietnam 2GB/Day,$2.80,$5.60,VN,2,1,VN_2_Daily,VN,PM2K0J3TX,First Network Connection,180,3G/4G,Non-reloadable,HK
Single,Vietnam,Vietnam 2GB/Day (nonhkip),$2.80,$5.60,VN,2,1,VN_2_Daily_nonhkip,VN,PSCA610LL,First Network Connection,180,3G/4G,Non-reloadable,
Single,Vietnam,Vietnam 3GB 15Days,$4.60,$9.20,VN,3,15,VN_3_15,VN,JC049,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,HK
Single,Vietnam,Vietnam 3GB 15Days (nonhkip),$4.60,$9.20,VN,3,15,VN_3_15_nonhkip,VN,P41ERHYB6,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Vietnam,Vietnam 500MB/Day (nonhkip),$0.58,$1.16,VN,0,1,VN_0.5_Daily_nonhkip,VN,P9JL3S1GG,First Network Connection,180,3G/4G,Non-reloadable,
Single,Vietnam,Vietnam 50GB 180Days,$45.00,$90.00,VN,50,180,VN_50_180,VN,PU3OJKPFD,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,HK
Single,Vietnam,Vietnam 5GB 30Days,$7.00,$14.00,VN,5,30,VN_5_30,VN,JC050,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,HK
Single,Vietnam,Vietnam 5GB 30Days (nonhkip),$7.00,$14.00,VN,5,30,VN_5_30_nonhkip,VN,PEB708QBF,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,
Single,Yemen,Yemen 1GB 7Days,$11.20,$22.40,YE,1,7,YE_1_7,YE,CKH285,First Network Connection,180,3G/4G,Data Reloadable for same area within validitity,HK
